grid_id,nearest_shelter_id,nearest_shelter_distance_m,current_covered,shelter_count
라마48b15b,SHELTER_016,1943.9385345500064,False,0
라마48b16a,SHELTER_034,2136.331437362811,False,0
라마48b16b,SHELTER_007,2184.6849357745446,False,0
라마48b17a,SHELTER_007,1728.3446139334822,False,0
라마48b17b,SHELTER_007,1304.416321741464,False,0
라마48b18a,SHELTER_007,956.9894337651709,False,0
라마48b18b,SHELTER_029,599.2689232896867,False,0
라마48b19a,SHELTER_029,192.9787214876671,True,1
라마48b19b,SHELTER_029,464.0671626750258,False,0
라마48b20a,SHELTER_029,945.2385286262315,False,0
라마48b20b,SHELTER_011,600.9368502891555,False,0
라마48b21a,SHELTER_011,327.43421383550884,False,0
라마48b21b,SHELTER_011,594.3914793675162,False,0
라마48b22a,SHELTER_006,333.8966984316849,False,0
라마48b22b,SHELTER_006,316.6036216128854,False,0
라마48b23a,SHELTER_066,544.7288266753511,False,0
라마48b23b,SHELTER_066,642.9336419041471,False,0
라마48b24a,SHELTER_066,1014.8880929310162,False,0
라마48b24b,SHELTER_052,1262.6033908103007,False,0
라마48b25a,SHELTER_052,1069.2962449326487,False,0
라마48b25b,SHELTER_052,1092.0721571253691,False,0
라마48b26a,SHELTER_052,1319.7911703409181,False,0
라마48b26b,SHELTER_052,1670.651331143409,False,0
라마48b27a,SHELTER_052,2083.3393883841004,False,0
라마48b27b,SHELTER_052,2527.7519941904966,False,0
라마48b28a,SHELTER_052,2989.7754566313884,False,0
라마48b28b,SHELTER_052,3462.3668809091882,False,0
라마48b29a,SHELTER_071,3407.225270741788,False,0
라마48b29b,SHELTER_071,3274.348940435106,False,0
라마48b30a,SHELTER_071,3214.582075772145,False,0
라마48b30b,SHELTER_071,3231.983115677216,False,0
라마48b31a,SHELTER_012,3283.7126998433528,False,0
라마48b31b,SHELTER_012,3075.9768343350065,False,0
라마48b32a,SHELTER_012,2939.472380482371,False,0
라마48b32b,SHELTER_012,2884.3304709883346,False,0
라마48b33a,SHELTER_012,2915.17180559309,False,0
라마48b33b,SHELTER_012,3029.3713945929385,False,0
라마48b34a,SHELTER_012,3218.0670342040817,False,0
라마48b34b,SHELTER_012,3469.123783736197,False,0
라마48b35a,SHELTER_018,3401.3812379762107,False,0
라마48b35b,SHELTER_058,2979.755047899275,False,0
라마48b36a,SHELTER_058,2585.18493458279,False,0
라마48b36b,SHELTER_058,2233.2537129727198,False,0
라마48b37a,SHELTER_058,1947.2193371623682,False,0
라마48b37b,SHELTER_058,1759.518157772652,False,0
라마48b38a,SHELTER_058,1702.9812529926107,False,0
라마48b38b,SHELTER_058,1790.0799279800042,False,0
라마48b39a,SHELTER_058,2002.1556255869602,False,0
라마48b39b,SHELTER_058,2304.9659757970676,False,0
라마48b40a,SHELTER_058,2667.791061926466,False,0
라마48b54a,SHELTER_046,7953.435446642358,False,0
라마48b54b,SHELTER_046,8186.775690993023,False,0
라마49a14a,SHELTER_016,1153.3235581704566,False,0
라마49a14b,SHELTER_016,1389.0481197829984,False,0
라마49a15a,SHELTER_016,1740.3316144673126,False,0
라마49a15b,SHELTER_016,2151.291141978724,False,0
라마49a16a,SHELTER_016,2593.7141374480425,False,0
라마49a16b,SHELTER_007,2411.6114383551576,False,0
라마49a17a,SHELTER_007,2007.534947520985,False,0
라마49a17b,SHELTER_007,1656.6603156443196,False,0
라마49a18a,SHELTER_029,1268.895982382021,False,0
라마49a18b,SHELTER_029,887.8144843555259,False,0
라마49a19a,SHELTER_029,682.8851317444996,False,0
라마49a19b,SHELTER_029,802.7762127043483,False,0
라마49a20a,SHELTER_029,1150.029213633363,False,0
라마49a20b,SHELTER_011,968.7806473298623,False,0
라마49a21a,SHELTER_011,827.4200922116248,False,0
라마49a21b,SHELTER_011,964.7341993264884,False,0
라마49a22a,SHELTER_006,754.59884178921,False,0
라마49a22b,SHELTER_006,747.1079306394979,False,0
라마49a23a,SHELTER_025,985.3553509043409,False,0
라마49a23b,SHELTER_025,760.3284529952855,False,0
라마49a24a,SHELTER_025,827.8125061344455,False,0
라마49a24b,SHELTER_052,891.004445993928,False,0
라마49a25a,SHELTER_052,585.7610944082411,False,0
라마49a25b,SHELTER_052,626.3730491198789,False,0
라마49a26a,SHELTER_052,970.3454712653263,False,0
라마49a26b,SHELTER_052,1410.956225595437,False,0
라마49a27a,SHELTER_052,1881.4953115774474,False,0
라마49a27b,SHELTER_052,2364.1598390187814,False,0
라마49a28a,SHELTER_052,2852.8019351806925,False,0
라마49a28b,SHELTER_071,3167.8669363766144,False,0
라마49a29a,SHELTER_071,2940.6730292120556,False,0
라마49a29b,SHELTER_071,2785.6300549215534,False,0
라마49a30a,SHELTER_071,2715.1264686988907,False,0
라마49a30b,SHELTER_071,2735.7062487000244,False,0
라마49a31a,SHELTER_071,2845.3937543551706,False,0
